,step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
721,177,TRANSFER,158000.29,C543731101,158000.29,0.0,C1586760736,0.0,0.0,1,0
722,453,TRANSFER,1028486.59,C1674374999,1028486.59,0.0,C1352876312,0.0,0.0,1,0
723,177,CASH_OUT,158000.29,C927253405,158000.29,0.0,C1087985389,2330671.17,2488671.46,1,0
724,370,CASH_OUT,243118.94,C877614645,243118.94,0.0,C942737312,67919.77,311038.71,1,0
725,131,CASH_OUT,7476725.66,C262815390,7476725.66,0.0,C450403816,99749.6,7576475.27,1,0
726,131,TRANSFER,7476725.66,C452889653,7476725.66,0.0,C1784013165,0.0,0.0,1,0
727,131,CASH_OUT,10000000.0,C944451895,10000000.0,0.0,C1941053102,179252.82,10179252.82,1,0
728,131,TRANSFER,10000000.0,C2046014385,17476725.66,7476725.66,C97016938,0.0,0.0,1,0
729,380,CASH_OUT,3070709.95,C1489638562,3070709.95,0.0,C1524302218,0.0,3070709.95,1,0
730,380,TRANSFER,3070709.95,C739766096,3070709.95,0.0,C2100602462,0.0,0.0,1,0
731,203,TRANSFER,48299.77,C481315574,48299.77,0.0,C1346352001,0.0,0.0,1,0
732,203,CASH_OUT,48299.77,C314117712,48299.77,0.0,C677260014,414039.56,462339.33,1,0
733,154,CASH_OUT,3424092.39,C1408863129,3424092.39,0.0,C412806203,0.0,3424092.39,1,0
734,154,TRANSFER,3424092.39,C1468687617,3424092.39,0.0,C387457266,0.0,0.0,1,0
735,684,CASH_OUT,168303.36,C1470072286,168303.36,0.0,C1698955763,372764.3,541067.66,1,0
736,684,TRANSFER,168303.36,C1085553126,168303.36,0.0,C440988194,0.0,0.0,1,0
737,355,CASH_OUT,883366.69,C149173089,883366.69,0.0,C504582825,2029536.87,2912903.56,1,0
738,355,TRANSFER,883366.69,C466961726,883366.69,0.0,C1107573885,0.0,0.0,1,0
739,9,TRANSFER,21922.0,C102617052,21922.0,0.0,C760675871,0.0,0.0,1,0
740,9,CASH_OUT,21922.0,C1499032143,21922.0,0.0,C1508330669,1929861.61,2046918.8,1,0
741,451,TRANSFER,475693.24,C733845370,475693.24,0.0,C1425128293,0.0,0.0,1,0
742,451,CASH_OUT,475693.24,C23091724,475693.24,0.0,C798547691,28808.22,504501.46,1,0
743,177,CASH_OUT,1201681.76,C2146217272,1201681.76,0.0,C411880300,1069475.01,2271156.77,1,0
744,177,TRANSFER,1201681.76,C1900756070,1201681.76,0.0,C1995455020,0.0,0.0,1,0
745,38,CASH_OUT,90204.54,C1295812229,90204.54,0.0,C1254182177,0.0,90204.54,1,0
746,38,TRANSFER,90204.54,C151033820,90204.54,0.0,C1303889891,0.0,0.0,1,0
747,158,TRANSFER,27723.34,C1983738324,27723.34,0.0,C1036857072,0.0,0.0,1,0
748,158,CASH_OUT,27723.34,C1205222550,27723.34,0.0,C457266787,983150.44,1010873.78,1,0
749,453,CASH_OUT,2600970.32,C1015856166,2600970.32,0.0,C1424612838,2111795.89,4712766.22,1,0
750,453,CASH_OUT,1028486.59,C951701114,1028486.59,0.0,C1839908342,1268932.19,2297418.78,1,0
751,177,TRANSFER,178503.45,C47077712,178503.45,0.0,C798319481,0.0,0.0,1,0
752,682,TRANSFER,5271.46,C1799298799,5271.46,0.0,C825667044,0.0,0.0,1,0
753,682,TRANSFER,368951.94,C1613048807,368951.94,0.0,C1093117113,0.0,0.0,1,0
754,456,TRANSFER,448266.86,C874085933,448266.86,0.0,C2077005975,0.0,0.0,1,0
755,456,CASH_OUT,448266.86,C978638319,448266.86,0.0,C1081325178,47028.83,495295.7,1,0
756,456,TRANSFER,4017972.88,C571696283,4017972.88,0.0,C340828714,0.0,0.0,1,0
757,456,CASH_OUT,4017972.88,C826677509,4017972.88,0.0,C1483869567,0.0,4017972.88,1,0
758,456,TRANSFER,30548.46,C1322381590,30548.46,0.0,C876969670,0.0,0.0,1,0
759,456,CASH_OUT,30548.46,C1387708046,30548.46,0.0,C1963829295,804314.46,834862.92,1,0
760,456,TRANSFER,10000000.0,C1807237119,10585396.14,585396.14,C1910239392,0.0,0.0,1,0
761,456,CASH_OUT,10000000.0,C1790414268,10000000.0,0.0,C1595458981,13098.64,10013098.64,1,0
762,456,TRANSFER,585396.14,C732924093,585396.14,0.0,C1550431717,0.0,0.0,1,0
763,456,CASH_OUT,585396.14,C1275728264,585396.14,0.0,C62774884,1984527.66,2569923.8,1,0
764,456,TRANSFER,79717.14,C1726453809,79717.14,0.0,C1824298603,0.0,0.0,1,0
765,456,CASH_OUT,79717.14,C812331836,79717.14,0.0,C1874670723,0.0,79717.14,1,0
766,456,TRANSFER,760984.58,C1733734380,760984.58,0.0,C1612257977,0.0,0.0,1,0
767,456,CASH_OUT,760984.58,C2076996831,760984.58,0.0,C1951439287,1550675.96,2311660.54,1,0
768,456,TRANSFER,38180.99,C556813703,38180.99,0.0,C1076802652,0.0,0.0,1,0
769,456,CASH_OUT,38180.99,C1210808398,38180.99,0.0,C475311068,134902.72,173083.71,1,0
770,456,TRANSFER,13914.81,C449877864,13914.81,0.0,C727110696,0.0,0.0,1,0
771,456,CASH_OUT,13914.81,C44196449,13914.81,0.0,C477039753,1495380.79,1509295.6,1,0
772,457,TRANSFER,173020.24,C202768349,173020.24,0.0,C568155079,0.0,0.0,1,0
773,457,CASH_OUT,173020.24,C2066174694,173020.24,0.0,C708073508,95201.75,268221.99,1,0
774,457,TRANSFER,283415.1,C828404341,283415.1,0.0,C1030933184,0.0,0.0,1,0
775,457,CASH_OUT,283415.1,C1663497956,283415.1,0.0,C1331429328,0.0,283415.1,1,0
776,457,TRANSFER,145482.09,C1089341002,145482.09,0.0,C1168895160,0.0,0.0,1,0
777,457,CASH_OUT,145482.09,C27253971,145482.09,0.0,C325487676,1686412.37,1831894.45,1,0
778,682,CASH_OUT,368951.94,C2106880723,368951.94,0.0,C626396465,19141.57,388093.51,1,0
779,682,CASH_OUT,5271.46,C1642527163,5271.46,0.0,C1423205265,11605234.19,11610505.64,1,0
780,453,TRANSFER,553328.24,C1285139783,553328.24,0.0,C2050267427,0.0,0.0,1,0
781,682,TRANSFER,64557.77,C832155685,64557.77,0.0,C92914584,0.0,0.0,1,0
782,453,CASH_OUT,553328.24,C964493655,553328.24,0.0,C471673536,0.0,553328.24,1,0
783,454,TRANSFER,1172700.63,C545398254,1172700.63,0.0,C657638073,0.0,0.0,1,0
784,454,CASH_OUT,1172700.63,C506025543,1172700.63,0.0,C339280589,202614.09,1375314.72,1,0
785,454,TRANSFER,404185.57,C1287154806,404185.57,0.0,C351712967,0.0,0.0,1,0
786,454,CASH_OUT,404185.57,C1310120773,404185.57,0.0,C434003582,113577.26,517762.83,1,0
787,454,TRANSFER,278577.6,C270286609,278577.6,0.0,C311232614,0.0,0.0,1,0
788,454,CASH_OUT,278577.6,C47565118,278577.6,0.0,C939725119,124948.07,403525.68,1,0
789,683,CASH_OUT,34502.7,C1979899014,34502.7,0.0,C15770449,0.0,34502.7,1,0
790,683,TRANSFER,34502.7,C2045698445,34502.7,0.0,C117267228,0.0,0.0,1,0
791,455,TRANSFER,338083.76,C2093423573,338083.76,0.0,C1147445635,0.0,0.0,1,0
792,455,CASH_OUT,338083.76,C1670265588,338083.76,0.0,C1200107950,788505.46,1126589.22,1,0
793,455,TRANSFER,7618.49,C1155509146,7618.49,0.0,C1138077225,0.0,0.0,1,0
794,455,CASH_OUT,7618.49,C2113537795,7618.49,0.0,C1152345873,0.0,7618.49,1,0
795,455,TRANSFER,2108589.59,C517758721,2108589.59,0.0,C121014715,0.0,0.0,1,0
796,455,CASH_OUT,2108589.59,C759307305,2108589.59,0.0,C611078934,0.0,2108589.59,1,0
797,683,CASH_OUT,6545346.16,C1540810051,6545346.16,0.0,C123543768,272331.73,6817677.89,1,0
798,683,TRANSFER,6545346.16,C2078436803,6545346.16,0.0,C653053938,0.0,0.0,1,0
799,9,TRANSFER,994453.2,C1121789613,1437370.87,442917.67,C254839817,194812.76,665743.67,1,0
800,455,TRANSFER,542222.77,C572669478,542222.77,0.0,C899620238,0.0,0.0,1,0
801,455,CASH_OUT,542222.77,C651782265,542222.77,0.0,C571026687,459408.41,1001631.17,1,0
802,455,TRANSFER,332.36,C1572407780,332.36,0.0,C892688622,0.0,0.0,1,0
803,455,CASH_OUT,332.36,C1803700149,332.36,0.0,C1702786373,195086.54,195418.9,1,0
804,16,CASH_OUT,31074.0,C2073757635,31074.0,0.0,C1899325653,0.0,31074.0,1,0
805,16,TRANSFER,31074.0,C457962127,31074.0,0.0,C614104997,0.0,0.0,1,0
806,682,CASH_OUT,64557.77,C1662040818,64557.77,0.0,C906325227,9899500.06,9964057.83,1,0
807,370,TRANSFER,243118.94,C1343535445,243118.94,0.0,C1908664816,0.0,0.0,1,0
808,274,CASH_OUT,982414.06,C281479258,982414.06,0.0,C1702975,536.68,982950.73,1,0
809,274,TRANSFER,982414.06,C837087174,982414.06,0.0,C2003416160,0.0,0.0,1,0
810,684,TRANSFER,537025.01,C1744276151,537025.01,0.0,C38221870,0.0,0.0,1,0
811,448,CASH_OUT,432544.68,C1293936707,432544.68,0.0,C855445362,0.0,432544.68,1,0
812,203,TRANSFER,4644693.12,C774814056,4644693.12,0.0,C900711437,0.0,0.0,1,0
813,203,CASH_OUT,4644693.12,C1906191746,4644693.12,0.0,C580926195,0.0,4644693.12,1,0
814,395,TRANSFER,47984.43,C276886611,47984.43,0.0,C199895284,0.0,0.0,1,0
815,395,CASH_OUT,47984.43,C790140463,47984.43,0.0,C2097780995,299049.39,347033.81,1,0
816,188,CASH_OUT,389214.05,C631988661,389214.05,0.0,C2129924670,0.0,389214.05,1,0
817,188,TRANSFER,389214.05,C1298821369,389214.05,0.0,C476199705,0.0,0.0,1,0
818,449,TRANSFER,133632.24,C743603317,133632.24,0.0,C1963533045,0.0,0.0,1,0
819,449,CASH_OUT,133632.24,C782460784,133632.24,0.0,C260277833,71836828.02,71970460.27,1,0
820,449,TRANSFER,166880.54,C692202599,166880.54,0.0,C1404927892,0.0,0.0,1,0
821,449,CASH_OUT,166880.54,C1410981762,166880.54,0.0,C1352381069,0.0,166880.54,1,0
822,177,CASH_OUT,452804.42,C261442623,452804.42,0.0,C2037489278,4020.0,0.0,1,0
823,177,TRANSFER,452804.42,C1206970364,452804.42,0.0,C218347710,0.0,0.0,1,0
824,380,CASH_OUT,49076.27,C282770927,49076.27,0.0,C1266647096,863127.8,912204.07,1,0
825,380,TRANSFER,49076.27,C955833247,49076.27,0.0,C517854187,0.0,0.0,1,0
826,177,CASH_OUT,68536.24,C449838957,68536.24,0.0,C1165543736,410774.24,479310.48,1,0
827,177,TRANSFER,68536.24,C1139422478,68536.24,0.0,C248138217,0.0,0.0,1,0
828,188,CASH_OUT,3671853.86,C329270051,3671853.86,0.0,C2110090279,160374.92,3832228.78,1,0
829,188,TRANSFER,3671853.86,C1476946789,3671853.86,0.0,C1192579273,0.0,0.0,1,0
830,41,TRANSFER,82806.2,C474735735,82806.2,0.0,C1737223057,0.0,0.0,1,0
831,41,CASH_OUT,82806.2,C1327670146,82806.2,0.0,C1480756205,0.0,0.0,1,0
832,449,TRANSFER,1965786.11,C635739031,1965786.11,0.0,C829764239,0.0,0.0,1,0
833,449,CASH_OUT,1965786.11,C1721232424,1965786.11,0.0,C895676218,2223.45,1968009.57,1,0
834,370,TRANSFER,1634184.04,C675893330,1634184.04,0.0,C265392838,0.0,0.0,1,0
835,370,CASH_OUT,1634184.04,C2122707559,1634184.04,0.0,C737740255,664091.47,2298275.51,1,0
836,448,TRANSFER,432544.68,C966717890,432544.68,0.0,C1756376418,0.0,0.0,1,0
837,684,CASH_OUT,537025.01,C1996857872,537025.01,0.0,C1192227259,10631848.04,11168873.06,1,0
838,684,TRANSFER,1430050.84,C590147812,1430050.84,0.0,C490830466,0.0,0.0,1,0
839,154,TRANSFER,141837.8,C1874018403,141837.8,0.0,C1391104856,0.0,0.0,1,0
840,686,CASH_OUT,1637875.33,C1616830000,1637875.33,0.0,C682431891,2042965.58,3680840.92,1,0
841,686,TRANSFER,1637875.33,C1652871533,1637875.33,0.0,C624254500,0.0,0.0,1,0
842,685,CASH_OUT,1933121.35,C917618384,1933121.35,0.0,C235519584,298353.09,2231474.43,1,0
843,685,TRANSFER,1933121.35,C1845779361,1933121.35,0.0,C1809033078,0.0,0.0,1,0
844,685,CASH_OUT,6295010.28,C1227906023,6295010.28,0.0,C1846430620,2848244.08,9143254.36,1,0
845,685,TRANSFER,6295010.28,C1070365668,6295010.28,0.0,C874365535,0.0,0.0,1,0
846,685,CASH_OUT,4886423.05,C1572906420,4886423.05,0.0,C288685482,0.0,4886423.05,1,0
847,685,TRANSFER,4886423.05,C557894266,4886423.05,0.0,C1725513942,0.0,0.0,1,0
848,685,CASH_OUT,10000000.0,C1981814103,10000000.0,0.0,C1037865562,56142.18,10056142.18,1,0
849,685,TRANSFER,10000000.0,C1131684691,14886423.05,4886423.05,C1143448210,0.0,0.0,1,0
850,685,CASH_OUT,73110.82,C1141317489,73110.82,0.0,C301882275,203551.47,276662.29,1,0
851,685,TRANSFER,73110.82,C1808244239,73110.82,0.0,C1237294806,0.0,0.0,1,0
852,685,CASH_OUT,47061.52,C1390208933,47061.52,0.0,C72626966,372871.76,419933.28,1,0
853,685,TRANSFER,47061.52,C964153442,47061.52,0.0,C1853850752,0.0,0.0,1,0
854,685,CASH_OUT,537539.97,C229919589,537539.97,0.0,C1914366882,0.0,537539.97,1,0
855,685,TRANSFER,537539.97,C1135563168,537539.97,0.0,C743232088,0.0,0.0,1,0
856,356,CASH_OUT,7360.15,C850424960,7360.15,0.0,C1620165471,556439.41,563799.56,1,0
857,356,TRANSFER,7360.15,C854622383,7360.15,0.0,C1455552961,0.0,0.0,1,0
858,188,CASH_OUT,5777706.65,C1812401668,5777706.65,0.0,C1367015586,0.0,5777706.65,1,0
859,188,TRANSFER,5777706.65,C2089796608,5777706.65,0.0,C77532611,0.0,0.0,1,0
860,346,TRANSFER,180110.22,C507471240,180110.22,0.0,C1709413116,0.0,0.0,1,0
861,346,CASH_OUT,180110.22,C2019788000,180110.22,0.0,C700536860,0.0,180110.22,1,0
862,131,CASH_OUT,2540410.33,C1229867171,2540410.33,0.0,C985114937,0.0,2301330.2,1,0
863,131,TRANSFER,2540410.33,C479192985,2540410.33,0.0,C1723011411,0.0,0.0,1,0
864,154,CASH_OUT,141837.8,C221305576,141837.8,0.0,C1119520541,5845089.37,5986927.17,1,0
865,212,CASH_OUT,31593.95,C1513967343,31593.95,0.0,C1815135338,428186.97,459780.93,1,0
866,212,TRANSFER,31593.95,C1956751505,31593.95,0.0,C1580974524,0.0,0.0,1,0
867,370,TRANSFER,10000000.0,C1802427135,11653144.1,1653144.1,C1072055067,0.0,0.0,1,0
868,370,CASH_OUT,10000000.0,C1751546135,10000000.0,0.0,C296834383,856247.59,10856247.59,1,0
869,285,CASH_OUT,4452001.07,C1510732148,4452001.07,0.0,C988553635,2899087.8,7351088.87,1,0
870,285,TRANSFER,4452001.07,C1140883229,4452001.07,0.0,C428749233,0.0,0.0,1,0
871,9,TRANSFER,1154353.99,C670587931,1154353.99,0.0,C150406565,0.0,10872.9,1,0
872,9,CASH_OUT,1154353.99,C1034219836,1154353.99,0.0,C1195589213,162222.0,1965587.6,1,0
873,181,TRANSFER,12278.0,C1274609372,12278.0,0.0,C1409623409,0.0,0.0,1,0
874,181,CASH_OUT,12278.0,C1750457298,12278.0,0.0,C256019432,853058.02,865336.02,1,0
875,16,CASH_OUT,121626.82,C828364266,121626.82,0.0,C101179743,653744.34,775371.16,1,0
876,16,TRANSFER,121626.82,C185016231,121626.82,0.0,C1409959,0.0,0.0,1,0
877,41,TRANSFER,1270564.34,C1268743025,1270564.34,0.0,C802302527,0.0,0.0,1,0
878,41,CASH_OUT,1270564.34,C1805103048,1270564.34,0.0,C1167029703,0.0,1270564.34,1,0
879,177,CASH_OUT,586718.88,C1287528366,586718.88,0.0,C1067341557,290900.71,877619.59,1,0
880,177,TRANSFER,586718.88,C153745102,586718.88,0.0,C1921197760,0.0,0.0,1,0
881,451,TRANSFER,9265.43,C1329487815,9265.43,0.0,C1936702457,0.0,0.0,1,0
882,451,CASH_OUT,9265.43,C2101131639,9265.43,0.0,C1937187979,0.0,9265.43,1,0
883,212,CASH_OUT,94261.84,C1967440853,94261.84,0.0,C1496631599,112303.11,206564.95,1,0
884,212,TRANSFER,94261.84,C1350141268,94261.84,0.0,C1676513288,0.0,0.0,1,0
885,212,CASH_OUT,927620.44,C36961525,927620.44,0.0,C1313128046,0.0,927620.44,1,0
886,212,TRANSFER,927620.44,C533316597,927620.44,0.0,C762597253,0.0,0.0,1,0
887,322,TRANSFER,135845.3,C84275859,135845.3,0.0,C2031100289,0.0,0.0,1,0
888,322,CASH_OUT,135845.3,C1714727890,135845.3,0.0,C1924984729,448088.56,583933.86,1,0
889,684,CASH_OUT,459.38,C24326875,459.38,0.0,C1071787427,277498.02,277957.4,1,0
890,684,TRANSFER,459.38,C295421144,459.38,0.0,C2125715094,0.0,0.0,1,0
891,177,CASH_OUT,239556.06,C45982560,239556.06,0.0,C1554818720,1726925.54,1966481.6,1,0
892,177,TRANSFER,239556.06,C759888632,239556.06,0.0,C1568773487,0.0,0.0,1,0
893,684,CASH_OUT,1430050.84,C874660018,1430050.84,0.0,C1640923473,0.0,1430050.84,1,0
894,41,CASH_OUT,32690.68,C1070694303,32690.68,0.0,C1612957594,2361188.1,2393878.78,1,0
895,41,TRANSFER,32690.68,C1813633369,32690.68,0.0,C586649123,0.0,0.0,1,0
896,450,CASH_OUT,1463764.35,C2142422300,1463764.35,0.0,C1173885211,385211.95,1848976.3,1,0
897,450,CASH_OUT,146061.11,C1961860165,146061.11,0.0,C91534435,37501.29,183562.4,1,0
898,370,TRANSFER,1653144.1,C462652864,1653144.1,0.0,C725249814,0.0,0.0,1,0
899,370,CASH_OUT,1653144.1,C395458530,1653144.1,0.0,C1340837967,28997.07,1682141.17,1,0
900,212,CASH_OUT,3640983.71,C1978111036,3640983.71,0.0,C105806122,409527.87,4050511.58,1,0
901,212,TRANSFER,3640983.71,C2080183074,3640983.71,0.0,C367657984,0.0,0.0,1,0
902,346,TRANSFER,516355.22,C1361333152,516355.22,0.0,C46072537,0.0,0.0,1,0
903,346,CASH_OUT,516355.22,C600529356,516355.22,0.0,C213193804,146473.93,662829.14,1,0
904,322,TRANSFER,2274766.1,C750509301,2274766.1,0.0,C881302071,0.0,0.0,1,0
905,322,CASH_OUT,2274766.1,C2063172145,2274766.1,0.0,C835515236,0.0,2274766.1,1,0
906,177,CASH_OUT,63210.91,C1361619963,63210.91,0.0,C1265655539,6697.1,69908.01,1,0
907,177,TRANSFER,63210.91,C389894341,63210.91,0.0,C118998348,0.0,0.0,1,0
908,450,TRANSFER,146061.11,C754902447,146061.11,0.0,C201681253,0.0,0.0,1,0
909,450,TRANSFER,36267.62,C982513894,36267.62,0.0,C865044477,0.0,0.0,1,0
910,450,TRANSFER,1463764.35,C777044549,1463764.35,0.0,C89609219,0.0,0.0,1,0
911,450,CASH_OUT,36267.62,C281930322,36267.62,0.0,C1655359478,6310213.47,6346481.09,1,0
912,450,TRANSFER,21708.13,C1271248505,21708.13,0.0,C78762401,0.0,0.0,1,0
913,450,CASH_OUT,21708.13,C1128269552,21708.13,0.0,C1346281468,140777.56,162485.7,1,0
914,450,TRANSFER,422261.63,C105750198,422261.63,0.0,C1172379830,0.0,0.0,1,0
915,450,CASH_OUT,422261.63,C2033019735,422261.63,0.0,C1759587587,872573.61,1294835.24,1,0
916,450,TRANSFER,10000000.0,C524119157,19228514.1,9228514.1,C1979637041,0.0,0.0,1,0
917,450,CASH_OUT,10000000.0,C1552522980,10000000.0,0.0,C2104816494,415882.73,10415882.73,1,0
918,450,TRANSFER,9228514.1,C920327149,9228514.1,0.0,C118210084,0.0,0.0,1,0
919,450,CASH_OUT,9228514.1,C616477106,9228514.1,0.0,C1405637035,1088377.41,10316891.51,1,0
920,450,TRANSFER,133057.11,C1343500180,133057.11,0.0,C284636751,0.0,0.0,1,0
921,450,CASH_OUT,133057.11,C1090188748,133057.11,0.0,C847781012,27926.24,160983.35,1,0
922,471,CASH_OUT,504344.93,C1384579214,504344.93,0.0,C1459458578,73094.14,577439.07,1,0
923,153,TRANSFER,412511.32,C742014717,412511.32,0.0,C832072738,0.0,0.0,1,0
924,709,CASH_OUT,87541.41,C491289068,87541.41,0.0,C452558889,0.0,87541.41,1,0
925,151,CASH_OUT,258103.59,C2058115852,258103.59,0.0,C1350667222,244362.91,502466.5,1,0
926,151,CASH_OUT,147080.42,C249982146,147080.42,0.0,C627570303,0.0,147080.42,1,0
927,151,TRANSFER,147080.42,C1639051922,147080.42,0.0,C862738497,0.0,0.0,1,0
928,151,CASH_OUT,273746.13,C1899026016,273746.13,0.0,C1685224113,2976802.87,3250549.0,1,0
929,151,TRANSFER,273746.13,C1085303819,273746.13,0.0,C1227606415,0.0,0.0,1,0
930,151,CASH_OUT,127091.33,C1038764620,127091.33,0.0,C1993931495,656699.62,783790.95,1,0
931,151,TRANSFER,127091.33,C1183499119,127091.33,0.0,C1668573302,0.0,0.0,1,0
932,150,CASH_OUT,1994285.14,C1177478126,1994285.14,0.0,C801773447,150793.71,2145078.85,1,0
933,150,TRANSFER,1994285.14,C2123396844,1994285.14,0.0,C304787673,0.0,0.0,1,0
934,150,CASH_OUT,3178915.22,C424434408,3178915.22,0.0,C524837856,690831.94,3869747.17,1,0
935,150,TRANSFER,3178915.22,C919002200,3178915.22,0.0,C1705969285,0.0,0.0,1,0
936,150,CASH_OUT,147171.3,C1071705308,147171.3,0.0,C1917732359,1326800.77,1473972.06,1,0
937,150,TRANSFER,147171.3,C299814057,147171.3,0.0,C1248568402,0.0,0.0,1,0
938,150,CASH_OUT,163852.19,C1364188509,163852.19,0.0,C1652775924,548967.17,712819.36,1,0
939,150,TRANSFER,163852.19,C1298700512,163852.19,0.0,C1954906518,0.0,0.0,1,0
940,150,CASH_OUT,67653.75,C277332716,67653.75,0.0,C1073000277,246219.93,313873.68,1,0
941,150,TRANSFER,67653.75,C1875243671,67653.75,0.0,C342413746,0.0,0.0,1,0
942,150,CASH_OUT,119454.86,C1044668407,119454.86,0.0,C1238137303,0.0,119454.86,1,0
943,150,TRANSFER,119454.86,C1944439526,119454.86,0.0,C525813177,0.0,0.0,1,0
944,150,CASH_OUT,1335959.76,C863602835,1335959.76,0.0,C1595218853,73654.55,1409614.31,1,0
945,150,TRANSFER,1335959.76,C1644591810,1335959.76,0.0,C2090168733,0.0,0.0,1,0
946,149,CASH_OUT,29832.81,C185736530,29832.81,0.0,C1020879076,82642.62,112475.43,1,0
947,149,TRANSFER,29832.81,C32072750,29832.81,0.0,C398888765,0.0,0.0,1,0
948,149,CASH_OUT,5477272.72,C478532233,5477272.72,0.0,C1188145688,0.0,5477272.72,1,0
949,149,TRANSFER,5477272.72,C1058610480,5477272.72,0.0,C532968715,0.0,0.0,1,0
950,149,CASH_OUT,14016.65,C1941677118,14016.65,0.0,C1983026804,1818633.89,1832650.55,1,0
951,151,TRANSFER,258103.59,C866838575,258103.59,0.0,C1299552545,0.0,0.0,1,0
952,151,TRANSFER,443893.69,C1983851007,443893.69,0.0,C1777824686,0.0,0.0,1,0
953,149,CASH_OUT,172510.95,C1961658311,172510.95,0.0,C430727809,590592.52,763103.47,1,0
954,151,CASH_OUT,443893.69,C371450806,443893.69,0.0,C475066287,3118325.8,3562219.49,1,0
955,42,CASH_OUT,36359.57,C1257654035,36359.57,0.0,C334259414,20206.65,56566.22,1,0
956,490,TRANSFER,1927403.83,C48098605,1927403.83,0.0,C1547394308,0.0,0.0,1,0
957,490,CASH_OUT,1927403.83,C630013429,1927403.83,0.0,C1658435128,0.0,1927403.83,1,0
958,642,CASH_OUT,32660.58,C460303753,32660.58,0.0,C1656286463,0.0,32660.58,1,0
959,642,TRANSFER,32660.58,C1547797101,32660.58,0.0,C1070729572,0.0,0.0,1,0
960,371,TRANSFER,174324.94,C1186321372,174324.94,0.0,C372000070,0.0,0.0,1,0
961,371,CASH_OUT,174324.94,C1392000851,174324.94,0.0,C1530402774,226694.63,401019.57,1,0
962,159,TRANSFER,416832.9,C1395649646,416832.9,0.0,C640393193,0.0,0.0,1,0
963,159,CASH_OUT,416832.9,C650153052,416832.9,0.0,C304864645,1460326.73,1877159.62,1,0
964,642,CASH_OUT,20281.44,C1585523750,20281.44,0.0,C1744383627,85764.25,106045.69,1,0
965,642,TRANSFER,20281.44,C139028296,20281.44,0.0,C1429403173,0.0,0.0,1,0
966,152,CASH_OUT,389275.23,C964050738,389275.23,0.0,C997146902,0.0,389275.23,1,0
967,152,TRANSFER,389275.23,C1566001424,389275.23,0.0,C421137084,0.0,0.0,1,0
968,152,CASH_OUT,102945.99,C1847949987,102945.99,0.0,C1663207814,2276404.45,2379350.44,1,0
969,152,TRANSFER,102945.99,C488688199,102945.99,0.0,C1626596200,0.0,0.0,1,0
970,152,CASH_OUT,2175288.9,C1157904432,2175288.9,0.0,C2053528255,92900.39,2268189.29,1,0
971,152,TRANSFER,2175288.9,C2058960648,2175288.9,0.0,C413773455,0.0,0.0,1,0
972,151,CASH_OUT,113614.57,C605744517,113614.57,0.0,C839259296,786701.6,900316.17,1,0
973,151,TRANSFER,113614.57,C134880961,113614.57,0.0,C1742051679,0.0,0.0,1,0
974,151,CASH_OUT,1633227.0,C370488053,1633227.0,0.0,C1690006071,2865353.22,4498580.23,1,0
975,151,TRANSFER,1633227.0,C2053411637,1633227.0,0.0,C337996170,0.0,0.0,1,0
976,151,CASH_OUT,1766811.07,C1812465307,1766811.07,0.0,C1438776235,618077.7,2384888.77,1,0
977,151,TRANSFER,1766811.07,C1707046857,1766811.07,0.0,C1057271588,0.0,0.0,1,0
978,151,CASH_OUT,338229.88,C1791019967,338229.88,0.0,C248286792,153679.25,491909.13,1,0
979,151,TRANSFER,338229.88,C1915521741,338229.88,0.0,C1011899331,0.0,0.0,1,0
980,149,TRANSFER,14016.65,C20381324,14016.65,0.0,C948884752,0.0,0.0,1,0
981,149,TRANSFER,172510.95,C1433873566,172510.95,0.0,C45573890,0.0,0.0,1,0
982,146,CASH_OUT,554522.67,C293955297,554522.67,0.0,C585602438,40399.91,594922.57,1,0
983,147,CASH_OUT,522343.83,C1605191910,522343.83,0.0,C201338913,3135268.16,3657611.99,1,0
984,147,CASH_OUT,489514.32,C796773856,489514.32,0.0,C27593268,0.0,489514.32,1,0
985,147,TRANSFER,489514.32,C1398711376,489514.32,0.0,C910056711,0.0,0.0,1,0
986,147,CASH_OUT,1137603.28,C507008752,1137603.28,0.0,C1280720462,101685.4,1239288.68,1,0
987,147,TRANSFER,1137603.28,C318449492,1137603.28,0.0,C632641086,0.0,0.0,1,0
988,641,CASH_OUT,19646.09,C585116119,19646.09,0.0,C275095873,0.0,19646.09,1,0
989,641,TRANSFER,19646.09,C948701373,19646.09,0.0,C1700955983,0.0,0.0,1,0
990,641,CASH_OUT,2666139.51,C1114344238,2666139.51,0.0,C1868182822,1193425.04,3859564.55,1,0
991,641,TRANSFER,2666139.51,C18505575,2666139.51,0.0,C140141487,0.0,0.0,1,0
992,641,CASH_OUT,115599.26,C649566267,115599.26,0.0,C1937119864,2621088.84,2736688.1,1,0
993,641,TRANSFER,115599.26,C615237336,115599.26,0.0,C418577182,0.0,0.0,1,0
994,641,CASH_OUT,2205.55,C1938167452,2205.55,0.0,C700621528,262952.99,265158.54,1,0
995,641,TRANSFER,2205.55,C25477587,2205.55,0.0,C234682668,0.0,0.0,1,0
996,641,CASH_OUT,2938833.22,C821430696,2938833.22,0.0,C187106136,0.0,2938833.22,1,0
